0,92,67
1,86,72
2,86,72
3,86,72
4,86,72
5,86,71
6,86,71
7,86,71
8,86,71
9,87,71
10,87,70
11,87,69
12,88,69
13,88,68
14,88,67
15,89,66
16,89,65
17,90,64
18,90,64
19,91,63
20,92,62
21,92,61
22,93,60
23,93,60
24,94,59
25,94,58
26,94,57
27,95,57
28,95,56
29,95,56
30,96,55
31,96,55
32,96,55
33,97,55
34,97,55
35,97,55
36,98,55
37,98,55
38,97,56
39,97,56
40,96,57
41,94,57
42,92,58
43,90,60
44,87,61
45,83,62
46,80,64
47,76,65
48,72,67
49,68,68
50,65,70
51,61,72
52,57,74
53,54,75
54,51,75
55,49,75
56,49,74
57,50,74
58,51,74
59,53,74
60,54,74
61,55,74
62,56,74
63,57,74
64,57,74
65,57,74
66,57,74
67,56,74
68,57,74
69,58,74
70,59,74
71,60,72
72,61,70
73,63,67
74,64,65
75,66,62
76,67,60
77,69,58
78,72,56
79,75,55
80,78,53
81,81,52
82,84,51
83,88,51
84,91,50
85,95,50
86,98,49
87,102,49
88,105,49
89,107,49
90,109,49
91,111,49
92,113,49
93,114,49
94,114,49
95,115,49
96,114,49
97,114,50
98,112,51
99,111,52
100,108,53
101,106,54
102,103,55
103,99,56
104,96,56
105,93,56
106,90,56
107,87,56
108,85,56
109,83,55
110,82,55
111,80,54
112,79,53
113,78,53
114,77,52
115,76,52
116,76,52
117,75,51
118,75,51
119,75,52
120,75,52
121,75,52
122,75,52
123,75,52
124,75,52
125,75,52
126,75,52
127,74,52
128,74,52
129,74,52
130,74,52
131,74,52
132,73,52
133,73,52
134,73,52
135,73,52
136,74,52
137,74,52
138,75,52
139,76,52
140,77,52
141,78,52
142,79,51
143,79,51
144,80,51
145,81,51
146,81,51
147,82,51
148,82,51
149,82,51
150,82,51
151,82,51
152,82,51
153,82,51
154,82,51
155,82,51
156,82,51
157,82,51
158,82,51
159,82,52
160,82,52
161,82,53
162,82,54
163,82,55
164,82,56
165,82,56
166,82,56
167,83,56
168,83,57
169,83,58
170,83,59
171,84,61
172,84,62
173,84,63
174,85,64
175,85,65
176,85,65
177,86,65
178,86,65
179,86,65
180,86,64
181,87,64
182,88,64
183,89,64
184,90,64
185,91,64
186,92,65
187,93,66
188,95,67
189,97,69
190,101,72
191,102,73
192,104,74
193,107,75
194,109,77
195,111,79
196,115,80
197,117,82
198,119,83
199,121,85
200,122,86
201,124,86
202,125,87
203,127,86
204,129,84
205,130,82
206,131,80
207,132,77
208,131,75
209,129,72
210,125,69
211,120,66
212,114,63
213,107,61
214,100,60
215,93,59
216,87,58
217,81,58
218,76,57
219,71,57
220,68,57
221,64,57
222,62,58
223,61,58
224,60,59
225,60,60
226,60,60
227,61,61
228,63,62
229,66,64
230,70,66
231,74,67
232,77,69
233,81,70
234,84,71
235,87,72
236,90,72
237,92,72
238,94,72
239,96,72
240,97,72
241,98,72
242,98,72
243,99,71
244,99,71
245,99,70
246,99,69
247,98,68
248,97,67
249,96,66
250,94,65
251,93,65
252,91,65
253,90,65
254,89,64
255,88,63
256,87,63
