0,92,67
1,91,67
2,91,67
3,91,67
4,92,66
5,92,66
6,92,66
7,92,66
8,93,66
9,92,66
10,92,65
11,92,65
12,92,65
13,92,64
14,92,64
15,92,63
16,92,62
17,93,61
18,93,61
19,94,60
20,94,59
21,94,58
22,94,57
23,95,57
24,96,56
25,96,55
26,97,55
27,98,54
28,98,53
29,99,53
30,99,52
31,100,52
32,100,51
33,100,51
34,101,50
35,101,51
36,102,51
37,102,51
38,102,51
39,102,51
40,102,51
41,101,52
42,99,52
43,97,53
44,97,52
45,94,54
46,91,56
47,88,57
48,85,58
49,84,58
50,83,58
51,83,58
52,82,58
53,75,63
54,68,65
55,63,66
56,61,67
57,59,67
58,58,68
59,56,69
60,54,69
61,53,70
62,51,70
63,49,71
64,48,71
65,46,72
66,44,72
67,57,71
68,61,71
69,60,71
70,60,72
71,61,70
72,63,68
73,63,68
74,64,66
75,65,64
76,66,62
77,68,60
78,69,58
79,71,56
80,73,54
81,76,53
82,78,51
83,81,49
84,85,48
85,88,47
86,91,46
87,95,45
88,98,45
89,101,45
90,103,44
91,105,43
92,109,44
93,112,44
94,114,43
95,116,43
96,118,42
97,120,42
98,122,41
99,119,44
100,118,46
101,117,47
102,115,49
103,113,50
104,114,50
105,110,50
106,106,51
107,103,52
108,100,52
109,97,52
110,94,52
111,91,51
112,88,51
113,86,51
114,84,50
115,82,50
116,81,49
117,79,49
118,78,48
119,77,48
120,76,48
121,76,48
122,75,48
123,75,48
124,75,48
125,75,48
126,74,48
127,74,48
128,74,48
129,74,48
130,74,48
131,74,48
132,74,48
133,74,48
134,74,48
135,74,48
136,74,48
137,74,48
138,74,48
139,74,48
140,75,48
141,76,48
142,77,48
143,77,48
144,78,48
145,78,48
146,80,48
147,81,48
148,82,48
149,82,48
150,83,48
151,84,48
152,84,48
153,84,48
154,84,48
155,84,48
156,84,48
157,85,48
158,85,48
159,85,48
160,85,48
161,85,48
162,85,48
163,85,48
164,85,49
165,85,50
166,85,51
167,85,51
168,86,52
169,86,53
170,86,53
171,86,55
172,87,56
173,87,56
174,87,56
175,88,58
176,88,59
177,88,59
178,88,60
179,89,60
180,89,61
181,89,61
182,90,61
183,91,60
184,91,61
185,92,61
186,93,61
187,94,61
188,94,62
189,94,62
190,99,64
191,99,64
192,103,66
193,106,68
194,107,69
195,108,69
196,109,70
197,110,70
198,110,71
199,111,72
200,112,72
201,113,73
202,114,73
203,115,74
204,116,75
205,117,75
206,118,76
207,119,76
208,120,77
209,121,77
210,122,78
211,123,79
212,124,79
213,112,61
214,108,58
215,105,57
216,100,56
217,96,55
218,92,54
219,87,53
220,82,52
221,79,52
222,75,52
223,71,52
224,68,53
225,65,53
226,63,53
227,61,54
228,60,54
229,60,55
230,61,57
231,63,58
232,65,60
233,64,60
234,63,60
235,62,61
236,61,61
237,60,61
238,59,61
239,76,64
240,76,65
241,76,65
242,76,65
243,76,66
244,76,66
245,90,65
246,94,65
247,97,65
248,98,65
249,99,64
250,99,63
251,98,63
252,98,63
253,97,62
254,96,61
255,95,61
256,94,60
