0,92,67
1,86,64
2,86,67
3,86,67
4,85,65
5,87,66
6,84,67
7,82,64
8,81,65
9,84,64
10,86,68
11,85,68
12,85,68
13,88,68
14,86,70
15,86,70
16,87,64
17,86,65
18,88,65
19,87,67
20,88,67
21,90,65
22,91,66
23,91,62
24,92,63
25,92,63
26,92,61
27,94,63
28,94,63
29,94,59
30,93,59
31,93,60
32,93,61
33,94,61
34,94,63
35,93,63
36,94,62
37,96,62
38,95,60
39,95,64
40,94,64
41,94,64
42,91,62
43,90,64
44,86,62
45,82,63
46,80,63
47,77,66
48,74,63
49,73,66
50,72,63
51,71,68
52,74,69
53,70,70
54,64,75
55,66,75
56,66,76
57,65,78
58,62,79
59,62,80
60,64,79
61,62,76
62,63,77
63,63,78
64,62,79
65,64,79
66,64,79
67,65,77
68,67,79
69,68,77
70,69,77
71,69,74
72,68,75
73,68,70
74,71,71
75,72,70
76,72,70
77,71,67
78,72,62
79,70,60
80,76,61
81,77,61
82,76,59
83,79,59
84,83,57
85,85,58
86,89,63
87,89,59
88,92,57
89,94,56
90,98,56
91,97,54
92,102,56
93,104,56
94,105,55
95,105,54
96,106,55
97,106,56
98,106,58
99,106,59
100,106,61
101,104,61
102,102,58
103,99,61
104,97,62
105,93,63
106,90,60
107,87,61
108,85,60
109,86,57
110,84,57
111,79,59
112,79,61
113,79,58
114,78,58
115,76,60
116,76,59
117,76,60
118,76,58
119,78,60
120,77,57
121,75,56
122,74,59
123,79,62
124,78,60
125,76,59
126,75,56
127,74,55
128,75,59
129,74,58
130,74,57
131,75,56
132,75,56
133,73,57
134,73,58
135,74,58
136,76,57
137,74,57
138,77,58
139,75,58
140,79,58
141,80,57
142,81,56
143,79,55
144,81,57
145,81,59
146,81,58
147,81,56
148,80,54
149,80,53
150,83,55
151,82,54
152,81,56
153,81,55
154,82,57
155,81,57
156,82,56
157,84,55
158,83,56
159,82,56
160,82,56
161,80,54
162,82,56
163,82,55
164,80,55
165,84,57
166,83,60
167,82,58
168,84,57
169,84,59
170,85,61
171,83,60
172,84,61
173,84,62
174,85,62
175,85,62
176,85,64
177,83,65
178,85,67
179,86,65
180,85,63
181,88,60
182,85,65
183,87,63
184,89,64
185,88,64
186,90,63
187,89,63
188,89,62
189,91,63
190,96,67
191,93,68
192,98,69
193,99,70
194,99,70
195,102,70
196,102,71
197,102,72
198,103,71
199,103,71
200,103,71
201,102,74
202,104,73
203,102,71
204,104,72
205,102,71
206,102,71
207,104,72
208,103,69
209,104,70
210,102,72
211,102,71
212,100,71
213,98,66
214,96,66
215,92,64
216,85,63
217,85,62
218,78,60
219,75,57
220,73,61
221,68,59
222,65,59
223,62,60
224,59,62
225,61,63
226,60,62
227,58,63
228,59,66
229,61,63
230,63,64
231,65,64
232,69,64
233,68,66
234,69,68
235,69,68
236,68,67
237,69,68
238,69,64
239,79,64
240,86,69
241,89,67
242,90,70
243,89,71
244,89,68
245,92,69
246,95,69
247,93,73
248,91,72
249,90,67
250,91,67
251,91,67
252,89,66
253,88,67
254,85,67
255,85,64
256,86,66
